200,0.0951004506314221
210.995271608355,0.0880415082726111
222.595023205418,0.0913682877354131
234.832486899476,0.0865138438025963
247.742721779102,0.0846130323076875
261.362714353874,0.0854599644846916
275.731484516963,0.0815367595083981
290.890197333157,0.081229928945079
306.882280972588,0.0777824020629739
323.753551128013,0.0747192958095452
341.552342272123,0.0728166806974263
360.329646130882,0.069770537668778
380.13925776964,0.0668512570565641
401.037929710518,0.0630257718502824
423.085534522616,0.0589550038474562
446.345236350827,0.054987780038058
470.883671874691,0.0505740670707467
496.7711412157,0.0443462069631599
524.081809339996,0.0385944101237773
552.893918533453,0.0315277561546586
583.290012557868,0.0246168257112433
615.357173130441,0.0155294414364565
649.187269404035,0.00599814365648884
684.877221162953,-0.00376224919339263
722.529276488264,-0.0147028629130273
762.251304688147,-0.0272768283491776
804.157105332493,-0.0408491021244375
848.36673427709,-0.055747916459865
895.006847611439,-0.0728361544278287
944.211064515566,-0.0905649226311807
996.12035006538,-0.111789060591735
1050.88341908327,-0.135239023360074
1108.65716219096,-0.160896707069543
1169.60709528515,-0.189434697633491
1233.90783372375,-0.221082806900319
1301.74359258109,-0.256375142451046
1373.30871440542,-0.295971494328809
1448.80822599046,-0.34003985568422
1528.45842575638,-0.388862248984139
1612.48750342273,-0.443473425426126
1701.13619374879,-0.505251959055716
1794.65846621414,-0.574465227401329
1893.32225261544,-0.651732724875794
1997.41021466368,-0.739180662345114
2107.22055378133,-0.837459514289856
2223.067865419,-0.947936223722905
2345.28404033944,-1.0714363720596
2474.21921545081,-1.21122938956746
2610.24277691327,-1.37020707607153
2753.74441839281,-1.55046238228318
2905.13525749392,-1.7547025376651
3064.84901356969,-1.98572568966233
3233.34325028367,-2.24628385911527
3411.10068648323,-2.54096869489817
3598.63057913987,-2.87370538994631
3796.47018231875,-3.24928482259772
4005.18628635683,-3.67080236497552
4225.37684165959,-4.14194972025606
4457.67267176809,-4.66609454831478
4702.73928060425,-5.24581340408622
4961.27875907187,-5.88339043323742
5234.03179647566,-6.58400901203293
5521.77980252074,-7.32457333575048
5825.34714597197,-8.13499995802247
6145.60351638656,-8.99982244901248
6483.46641568622,-9.91640029908375
6839.90378670681,-10.8817718246032
7215.93678625609,-11.8919511172242
7612.64271062413,-12.9426569010654
8031.15808192751,-14.0295777186121
8472.68190412965,-15.1512324604769
8938.47909806515,-16.3026473333444
9429.88412530931,-17.4803587181162
9948.30481127477,-18.6822001463184
10495.2263784881,-19.9033073161286
11072.2157016014,-21.1438775960705
11680.9257963284,-22.4004814276582
12323.1005551667,-23.6718886087277
13000.5797434724,-24.9570527531795
13715.3042702002,-26.2543440400548
14469.3217484106,-27.5618041397409
15264.7923614728,-28.8777949294648
16103.9950517705,-30.2012768641287
16989.3340496396,-31.5337788464708
17923.345761244,-32.8707097800278
18908.7060351206,-34.216345524993
19948.2378282141,-35.5647928062981
21044.9192933605,-36.9173342268339
22201.8923113925,-38.270701439883
23422.4714923086,-39.6300715789935
24710.153671293,-40.9874826710471
26068.6279267933,-42.3477729506597
27501.7861493545,-43.7128812085441
29013.7341914898,-45.0798289106874
30608.80363053,-46.4374832725115
32291.5641781524,-47.7981753302308
34066.8367721395,-49.1620028400085
35939.7073878754,-50.4488323339712
37915.5416091478,-51.7422964537205
40000.0000000002,-53.0014828674184
