10,-0.175478486150103
20,-0.175478486150103
30,-0.175478486150103
50,-0.175478486150103
100,-0.175478486150103
200,-0.175478486150103
300,-0.175478486150103
400,-0.175478486150103
500,-0.175478486150103
600,-0.175478486150103
700,-0.175478486150103
900,-0.37722434718679282
1000,-0.56057447200487076
1200,-0.56057447200487076
1400,-0.72424345308889426
1600,-0.93931085499286526
1700,-0.93931085499286526
1800,-1.1350574972427667
1900,-1.1350574972427667
2000,-1.3100309751286456
2100,-1.5403036858223429
2200,-1.5923151564328504
2300,-1.6709210290014986
2400,-1.7502447733535262
2500,-1.9382002601611279
2600,-1.9382002601611279
2700,-2.185992046022498
2800,-2.4123472565131481
2900,-2.4123472565131481
3000,-2.6153656053804761
3100,-2.8533500713746314
3200,-3.1291157610872968
3300,-3.349821745875273
3400,-3.349821745875273
3500,-3.6091212891626263
3600,-3.6091212891626263
3700,-3.910396217880145
3800,-4.152166210034923
3900,-4.4369749923271282
4000,-4.7689602287163613
4200,-5.0362394598759908
4300,-5.3521248035406286
4400,-5.7217929174208937
4500,-6.0205999132796242
4600,-6.4205324816046971
4700,-6.4205324816046971
4800,-6.4205324816046971
4900,-6.7448433663685181
5000,-7.1804388528333583
5200,-7.5868704036075831
5400,-8.4616608806958595
5600,-8.8739499846542547
5800,-9.3704216591548963
6000,-10.457574905606752
6500,-11.784455332455803
7000,-13.151546383555875
7500,-15.289431061849022
8000,-16.478174818886377
8500,-17.855800607042632
9000,-19.015639546596368
9500,-20.35457533920863
10000,-22.158107946190391
11000,-24.436974992327126
12000,-26.020599913279625
13000,-27.95880017344075
14000,-29.897000433601878
15000,-30.457574905606752
16000,-33.979400086720375
18000,-35.917600346881507
20000,-40
25000,-44.436974992327123
30000,-53.151546383555875
35000,-53.151546383555875
40000,-55.391021572434518
50000,-57.501225267834002
70000,-59.084850188786497
71000,-65.105450102066115
