200,-5.71162796
210.9952716,-6.010383606
222.5950232,-6.3254776
234.8324869,-6.659591675
247.7427218,-7.011650085
261.3627144,-7.384399414
275.7314845,-7.803108215
290.8901973,-8.193847656
306.882281,-8.633712769
323.7535511,-9.097915649
341.5523423,-9.587753296
360.3296461,-10.105896
380.1392578,-10.65079308
401.0379297,-11.22761536
423.0855345,-11.8354454
446.3452364,-12.47869492
470.8836719,-13.15528107
496.7711412,-13.8707428
524.0818093,-14.62568474
552.8939185,-15.42203903
583.2900126,-16.2638092
615.3571731,-17.1499939
649.1872694,-18.08743286
684.8772212,-19.09757233
722.5292765,-20.11690903
762.2513047,-21.21567917
804.1571053,-22.376894
848.3667343,-23.60093689
895.0068476,-24.89280701
944.2110645,-26.25569153
996.1203501,-27.69402504
1050.883419,-29.21184158
1108.657162,-30.8372345
1169.607095,-32.50350952
1233.907834,-34.28663635
1301.743593,-36.1696167
1373.308714,-38.15583038
1448.808226,-40.25275803
1528.458426,-42.46429443
1612.487503,-44.79977417
1701.136194,-47.26416397
1794.658466,-49.86525726
1893.322253,-52.63319397
1997.410215,-55.50582886
2107.220554,-58.56047821
2223.067865,-61.78211975
2345.28404,-65.17829895
2474.219215,-68.75506592
2610.242777,-72.52207947
2753.744418,-76.5056839
2905.135257,-80.64141846
3064.849014,-85.02513885
3233.34325,-89.58714294
3411.100686,-94.3476944
3598.630579,-99.29859924
3796.470182,-104.4067383
4005.186286,-109.724144
4225.376842,-115.1376038
4457.672672,-120.712204
4702.739281,-126.3244095
4961.278759,-132.009201
5234.031796,-137.7300873
5521.779803,-143.4716034
5825.347146,-149.0619507
6145.603516,-154.6060791
6483.466416,-160.004364
6839.903787,-165.2551117
7215.936786,-170.3397369
7612.642711,-175.2433472
8031.158082,-179.9570007
8472.681904,-184.4758759
8938.479098,-188.7961426
9429.884125,-192.9182739
9948.304811,-196.8469391
10495.22638,-200.5836792
11072.2157,-204.1374664
11680.9258,-207.5079041
12323.10056,-210.7111816
13000.57974,-213.7451172
13715.30427,-216.6188354
14469.32175,-219.3317566
15264.79236,-221.9363098
16103.99505,-224.3292084
16989.33405,-226.6100464
17923.34576,-228.7608948
18908.70604,-230.8075409
19948.23783,-232.6986542
21044.91929,-234.4350586
22201.89231,-236.0797119
23422.47149,-237.6199493
24710.15367,-239.02005
26068.62793,-240.2283325
27501.78615,-241.3541489
29013.73419,-242.3524628
30608.80363,-243.2125702
32291.56418,-243.9538574
34066.83677,-244.1305771
35939.70739,-245.3157959
37915.54161,-245.4821472
40000,-245.2731018
